purchase_id,purchase_date,product_id,quantity_purchased,purchase_price_inr
PR01422,2025-04-14,P103,28,1315
PR01423,2025-04-16,P011,94,1458
PR01424,2025-04-17,P024,100,2318
PR01425,2025-04-19,P004,146,280
PR01426,2025-04-19,P040,9,213
PR01427,2025-04-19,P088,44,970
PR01428,2025-04-20,P005,64,250
PR01429,2025-04-20,P117,8,1866
PR01430,2025-04-21,P099,70,1955
PR01431,2025-04-22,P186,6,2230
PR01432,2025-04-23,P105,8,1437
PR01433,2025-04-23,P134,176,358
PR01434,2025-04-23,P157,177,1493
PR01435,2025-04-25,P068,121,1381
PR01436,2025-04-26,P038,142,1416
PR01437,2025-04-26,P066,32,1533
PR01438,2025-04-26,P073,64,107
PR01439,2025-04-29,P002,76,320
PR01440,2025-04-30,P009,20,80
PR01441,2025-04-30,P107,152,2349
PR01442,2025-05-03,P055,6,1010
PR01443,2025-05-04,P036,22,474
PR01444,2025-05-04,P060,127,1602
PR01445,2025-05-05,P101,28,1259
PR01446,2025-05-05,P145,165,728
PR01447,2025-05-06,P114,14,155
PR01448,2025-05-07,P156,52,116
PR01449,2025-05-09,P034,22,347
PR01450,2025-05-09,P063,78,519
PR01451,2025-05-12,P008,113,180
PR01452,2025-05-12,P116,6,2185
PR01453,2025-05-13,P032,16,330
PR01454,2025-05-14,P158,6,1924
PR01455,2025-05-17,P122,99,2128
PR01456,2025-05-18,P020,36,864
PR01457,2025-05-18,P021,6,1309
PR01458,2025-05-18,P087,52,2035
PR01459,2025-05-19,P113,24,654
PR01460,2025-05-19,P133,26,1481
PR01461,2025-05-21,P127,182,1810
PR01462,2025-05-23,P137,60,218
PR01463,2025-05-24,P051,51,2407
PR01464,2025-05-24,P159,152,832
PR01465,2025-05-30,P079,15,1909
PR01466,2025-05-31,P010,28,120
PR01467,2025-05-31,P092,6,1028
PR01468,2025-06-02,P152,9,2297
PR01469,2025-06-02,P174,6,1432
PR01470,2025-06-04,P061,100,2259
PR01471,2025-06-04,P096,134,1227
PR01472,2025-06-04,P150,44,384
PR01473,2025-06-05,P026,178,447
PR01474,2025-06-05,P180,26,418
PR01475,2025-06-08,P125,21,931
PR01476,2025-06-10,P164,97,1016
PR01477,2025-06-11,P165,48,364
PR01478,2025-06-12,P062,134,133
PR01479,2025-06-14,P037,54,1454
PR01480,2025-06-16,P053,122,1953
PR01481,2025-06-16,P105,8,1437
PR01482,2025-06-17,P168,60,1278
PR01483,2025-06-17,P173,95,2306
PR01484,2025-06-18,P166,18,2094
PR01485,2025-06-18,P187,96,1993
PR01486,2025-06-19,P126,36,253
PR01487,2025-06-19,P176,48,348
PR01488,2025-06-20,P167,44,605
PR01489,2025-06-21,P047,24,1722
PR01490,2025-06-22,P073,62,107
PR01491,2025-06-23,P006,98,280
PR01492,2025-06-23,P028,6,358
PR01493,2025-06-23,P131,82,1380
PR01494,2025-06-23,P149,82,1841
PR01495,2025-06-25,P085,168,410
PR01496,2025-06-25,P186,6,2230
PR01497,2025-06-26,P077,6,1806
PR01498,2025-06-26,P135,42,1851
PR01499,2025-06-27,P153,76,1922
PR01500,2025-06-27,P184,16,1694
PR01501,2025-06-28,P140,56,1400
PR01502,2025-06-28,P178,30,551
PR01503,2025-06-29,P124,137,1315
PR01504,2025-06-29,P147,38,1764
PR01505,2025-06-29,P185,12,2161
PR01506,2025-06-30,P141,16,1482
PR01507,2025-07-01,P094,40,1921
PR01508,2025-07-02,P009,20,80
PR01509,2025-07-03,P044,77,1119
PR01510,2025-07-03,P143,26,788
PR01511,2025-07-04,P049,16,2143
PR01512,2025-07-05,P003,80,750
PR01513,2025-07-06,P058,60,1167
PR01514,2025-07-06,P099,70,1955
PR01515,2025-07-07,P132,39,372
PR01516,2025-07-07,P138,100,1456
PR01517,2025-07-08,P005,64,250
PR01518,2025-07-08,P158,6,1924
PR01519,2025-07-10,P011,94,1458
PR01520,2025-07-11,P098,8,1616
PR01521,2025-07-12,P001,100,300
PR01522,2025-07-13,P097,149,279
PR01523,2025-07-15,P002,75,320
PR01524,2025-07-15,P075,34,2006
PR01525,2025-07-15,P154,48,56
PR01526,2025-07-16,P102,24,992
PR01527,2025-07-17,P039,95,660
PR01528,2025-07-17,P148,33,470
PR01529,2025-07-18,P086,88,1531
PR01530,2025-07-20,P055,6,1010
PR01531,2025-07-24,P016,57,1060
PR01532,2025-07-25,P082,38,424
PR01533,2025-07-25,P119,48,1907
PR01534,2025-07-26,P146,39,1029
PR01535,2025-07-27,P017,48,422
PR01536,2025-07-27,P112,10,1047
PR01537,2025-07-29,P042,45,208
PR01538,2025-07-30,P043,60,1191
PR01539,2025-07-30,P045,15,2144
PR01540,2025-07-30,P063,79,519
PR01541,2025-08-02,P007,200,150
PR01542,2025-08-03,P106,57,556
PR01543,2025-08-04,P177,32,1357
PR01544,2025-08-04,P182,54,1690
PR01545,2025-08-07,P036,22,474
PR01546,2025-08-07,P136,28,1901
PR01547,2025-08-09,P067,42,2476
PR01548,2025-08-09,P183,45,536
PR01549,2025-08-11,P024,101,2318
PR01550,2025-08-13,P048,28,1713
PR01551,2025-08-13,P117,8,1866
PR01552,2025-08-14,P101,28,1259
PR01553,2025-08-16,P019,36,1252
PR01554,2025-08-16,P072,57,2033
PR01555,2025-08-17,P056,108,1719
PR01556,2025-08-21,P040,9,213
PR01557,2025-08-22,P074,18,2060
PR01558,2025-08-22,P091,45,2055
PR01559,2025-08-23,P130,168,368
PR01560,2025-08-24,P073,63,107
PR01561,2025-08-24,P144,60,2260
PR01562,2025-08-25,P032,16,330
PR01563,2025-08-27,P181,33,1977
PR01564,2025-08-29,P027,18,497
PR01565,2025-09-02,P151,135,1985
PR01566,2025-09-03,P186,6,2230
PR01567,2025-09-05,P057,188,1490
PR01568,2025-09-05,P113,24,654
PR01569,2025-09-05,P169,20,157
PR01570,2025-09-06,P021,6,1309
PR01571,2025-09-06,P054,30,1994
PR01572,2025-09-06,P068,121,1381
PR01573,2025-09-09,P047,24,1722
PR01574,2025-09-09,P105,8,1437
PR01575,2025-09-10,P116,6,2185
PR01576,2025-09-10,P122,100,2128
PR01577,2025-09-11,P012,15,1531
PR01578,2025-09-11,P033,14,2365
PR01579,2025-09-12,P061,101,2259
PR01580,2025-09-13,P028,6,358
PR01581,2025-09-14,P171,80,575
PR01582,2025-09-16,P038,140,1416
PR01583,2025-09-16,P115,38,310
PR01584,2025-09-17,P046,28,857
PR01585,2025-09-18,P005,64,250
PR01586,2025-09-18,P008,111,180
PR01587,2025-09-18,P131,83,1380
PR01588,2025-09-19,P133,26,1481
PR01589,2025-09-20,P034,22,347
PR01590,2025-09-22,P044,77,1119
PR01591,2025-09-22,P050,8,1012
PR01592,2025-09-22,P187,97,1993
PR01593,2025-09-24,P110,34,1195
PR01594,2025-09-25,P020,36,864
PR01595,2025-09-25,P066,32,1533
PR01596,2025-09-25,P077,6,1806
PR01597,2025-09-26,P160,36,1851
PR01598,2025-09-27,P162,45,1876
PR01599,2025-09-27,P174,6,1432
PR01600,2025-09-27,P180,26,418
PR01601,2025-09-28,P010,28,120
PR01602,2025-09-28,P055,6,1010
PR01603,2025-09-30,P009,20,80
PR01604,2025-09-30,P099,70,1955
PR01605,2025-10-02,P006,98,280
PR01606,2025-10-02,P107,150,2349
PR01607,2025-10-02,P164,98,1016
PR01608,2025-10-02,P173,95,2306
PR01609,2025-10-03,P071,44,1908
PR01610,2025-10-03,P142,12,573
PR01611,2025-10-05,P063,79,519
PR01612,2025-10-05,P143,26,788
PR01613,2025-10-06,P086,88,1531
PR01614,2025-10-06,P092,6,1028
PR01615,2025-10-06,P104,184,591
PR01616,2025-10-06,P152,9,2297
PR01617,2025-10-08,P001,101,300
PR01618,2025-10-08,P178,30,551
PR01619,2025-10-10,P149,82,1841
PR01620,2025-10-11,P002,74,320
PR01621,2025-10-11,P036,22,474
PR01622,2025-10-11,P062,133,133
PR01623,2025-10-16,P083,57,1861
PR01624,2025-10-16,P084,64,1365
PR01625,2025-10-16,P090,28,609
PR01626,2025-10-16,P116,6,2185
PR01627,2025-10-16,P158,6,1924
PR01628,2025-10-17,P004,145,280
PR01629,2025-10-17,P039,95,660
PR01630,2025-10-17,P175,56,174
PR01631,2025-10-20,P065,60,1804
PR01632,2025-10-20,P117,8,1866
PR01633,2025-10-20,P145,164,728
PR01634,2025-10-21,P028,6,358
PR01635,2025-10-21,P139,48,700
PR01636,2025-10-22,P070,57,1706
PR01637,2025-10-22,P134,176,358
PR01638,2025-10-22,P138,101,1456
PR01639,2025-10-23,P060,126,1602
PR01640,2025-10-25,P011,94,1458
PR01641,2025-10-25,P096,132,1227
PR01642,2025-10-27,P014,52,1155
PR01643,2025-10-27,P159,150,832
PR01644,2025-10-29,P015,52,321
PR01645,2025-10-30,P147,38,1764
PR01646,2025-10-31,P073,63,107
PR01647,2025-11-01,P114,14,155
PR01648,2025-11-02,P053,120,1953
PR01649,2025-11-07,P105,8,1437
PR01650,2025-11-09,P077,6,1806
PR01651,2025-11-09,P186,6,2230
PR01652,2025-11-11,P005,65,250
PR01653,2025-11-11,P174,6,1432
PR01654,2025-11-12,P101,28,1259
PR01655,2025-11-14,P013,80,1544
PR01656,2025-11-14,P127,180,1810
PR01657,2025-11-15,P021,6,1309
PR01658,2025-11-15,P148,33,470
PR01659,2025-11-16,P037,54,1454
PR01660,2025-11-18,P078,68,2310
PR01661,2025-11-18,P099,71,1955
PR01662,2025-11-18,P124,138,1315
PR01663,2025-11-18,P136,28,1901
PR01664,2025-11-18,P157,178,1493
PR01665,2025-11-19,P044,76,1119
PR01666,2025-11-19,P079,15,1909
PR01667,2025-11-19,P112,10,1047
PR01668,2025-11-19,P158,6,1924
PR01669,2025-11-19,P185,12,2161
PR01670,2025-11-20,P023,30,1684
PR01671,2025-11-20,P026,177,447
PR01672,2025-11-20,P056,110,1719
PR01673,2025-11-20,P167,44,605
PR01674,2025-11-21,P025,76,1190
PR01675,2025-11-21,P133,26,1481
PR01676,2025-11-22,P024,100,2318
PR01677,2025-11-22,P047,24,1722
PR01678,2025-11-23,P172,60,1295
PR01679,2025-11-24,P041,21,775
PR01680,2025-11-24,P122,101,2128
PR01681,2025-11-25,P040,9,213
PR01682,2025-11-25,P088,44,970
PR01683,2025-11-26,P094,40,1921
PR01684,2025-11-27,P098,8,1616
PR01685,2025-11-27,P180,26,418
PR01686,2025-11-28,P051,51,2407
PR01687,2025-11-28,P075,34,2006
PR01688,2025-11-29,P034,22,347
PR01689,2025-11-29,P050,8,1012
PR01690,2025-11-29,P150,44,384
PR01691,2025-11-29,P189,68,1741
PR01692,2025-11-30,P113,24,654
PR01693,2025-12-01,P181,33,1977
PR01694,2025-12-03,P061,101,2259
PR01695,2025-12-03,P081,27,1698
PR01696,2025-12-03,P177,32,1357
PR01697,2025-12-05,P028,6,358
PR01698,2025-12-06,P131,84,1380
PR01699,2025-12-07,P012,15,1531
PR01700,2025-12-07,P132,39,372
PR01701,2025-12-08,P092,6,1028
PR01702,2025-12-08,P187,96,1993
PR01703,2025-12-08,P188,76,1607
PR01704,2025-12-10,P006,99,280
PR01705,2025-12-10,P151,135,1985
PR01706,2025-12-10,P165,48,364
PR01707,2025-12-11,P063,79,519
PR01708,2025-12-11,P173,95,2306
PR01709,2025-12-12,P137,60,218
PR01710,2025-12-12,P156,52,116
PR01711,2025-12-13,P002,75,320
PR01712,2025-12-13,P048,28,1713
PR01713,2025-12-13,P055,6,1010
PR01714,2025-12-13,P085,169,410
PR01715,2025-12-13,P087,52,2035
PR01716,2025-12-14,P001,100,300
PR01717,2025-12-15,P019,36,1252
PR01718,2025-12-15,P149,82,1841
PR01719,2025-12-17,P010,28,120
PR01720,2025-12-17,P036,22,474
PR01721,2025-12-17,P143,26,788
PR01722,2025-12-18,P068,121,1381
PR01723,2025-12-19,P008,113,180
PR01724,2025-12-20,P095,24,1678
PR01725,2025-12-21,P097,149,279
PR01726,2025-12-22,P073,63,107
PR01727,2025-12-24,P039,95,660
PR01728,2025-12-24,P135,42,1851
PR01729,2025-12-24,P164,96,1016
PR01730,2025-12-24,P184,16,1694
PR01731,2025-12-25,P009,20,80
PR01732,2025-12-26,P086,88,1531
PR01733,2025-12-27,P067,42,2476
PR01734,2025-12-28,P011,95,1458
PR01735,2025-12-28,P020,36,864
PR01736,2025-12-28,P049,16,2143
PR01737,2025-12-29,P174,6,1432
PR01738,2025-12-31,P116,6,2185
PR01739,2026-01-01,P074,18,2060
PR01740,2026-01-03,P142,12,573
PR01741,2026-01-05,P005,64,250
PR01742,2026-01-05,P146,39,1029
PR01743,2026-01-06,P066,32,1533
PR01744,2026-01-08,P110,34,1195
PR01745,2026-01-09,P178,30,551
PR01746,2026-01-10,P119,48,1907
PR01747,2026-01-11,P045,15,2144
PR01748,2026-01-13,P138,101,1456
PR01749,2026-01-15,P154,48,56
PR01750,2026-01-18,P027,18,497
PR01751,2026-01-19,P058,60,1167
PR01752,2026-01-20,P031,36,299
PR01753,2026-01-22,P077,6,1806
PR01754,2026-01-23,P007,200,150
PR01755,2026-01-23,P103,28,1315
PR01756,2026-01-25,P016,57,1060
PR01757,2026-01-27,P141,16,1482
PR01758,2026-01-28,P117,8,1866
PR01759,2026-01-28,P176,48,348
PR01760,2026-01-30,P028,6,358
PR01761,2026-01-30,P186,6,2230
PR01762,2026-02-01,P168,60,1278
PR01763,2026-02-01,P183,45,536
PR01764,2026-02-02,P082,38,424
PR01765,2026-02-04,P060,126,1602
PR01766,2026-02-04,P062,134,133
PR01767,2026-02-05,P032,16,330
PR01768,2026-02-05,P123,76,1807
PR01769,2026-02-07,P017,48,422
PR01770,2026-02-07,P152,9,2297
PR01771,2026-02-07,P169,20,157
PR01772,2026-02-08,P102,24,992
PR01773,2026-02-09,P091,45,2055
PR01774,2026-02-09,P131,84,1380
PR01775,2026-02-10,P053,121,1953
PR01776,2026-02-10,P071,44,1908
PR01777,2026-02-11,P113,24,654
PR01778,2026-02-12,P043,60,1191
PR01779,2026-02-12,P099,71,1955
PR01780,2026-02-12,P115,38,310
PR01781,2026-02-12,P158,6,1924
PR01782,2026-02-14,P021,6,1309
PR01783,2026-02-14,P105,8,1437
PR01784,2026-02-16,P044,78,1119
PR01785,2026-02-18,P050,8,1012
PR01786,2026-02-19,P038,142,1416
PR01787,2026-02-19,P042,45,208
PR01788,2026-02-20,P092,6,1028
PR01789,2026-02-20,P130,169,368
PR01790,2026-02-22,P033,14,2365
PR01791,2026-02-22,P034,22,347
PR01792,2026-02-22,P098,8,1616
PR01793,2026-02-23,P073,63,107
PR01794,2026-02-24,P107,150,2349
PR01795,2026-02-25,P089,36,1751
PR01796,2026-02-26,P079,15,1909
PR01797,2026-02-26,P136,28,1901
PR01798,2026-02-27,P072,57,2033
PR01799,2026-02-27,P096,134,1227
PR01800,2026-02-27,P180,26,418
PR01801,2026-02-28,P116,6,2185
PR01802,2026-03-02,P063,78,519
PR01803,2026-03-02,P159,150,832
PR01804,2026-03-03,P161,30,1788
PR01805,2026-03-04,P005,64,250
PR01806,2026-03-04,P024,100,2318
PR01807,2026-03-04,P106,57,556
PR01808,2026-03-04,P173,96,2306
PR01809,2026-03-05,P018,80,1967
PR01810,2026-03-06,P004,146,280
PR01811,2026-03-06,P009,20,80
PR01812,2026-03-06,P122,99,2128
PR01813,2026-03-08,P047,24,1722
PR01814,2026-03-08,P182,54,1690
PR01815,2026-03-09,P187,96,1993
PR01816,2026-03-11,P028,6,358
PR01817,2026-03-12,P101,28,1259
PR01818,2026-03-13,P002,75,320
PR01819,2026-03-13,P061,100,2259
PR01820,2026-03-13,P133,26,1481
PR01821,2026-03-14,P006,100,280
PR01822,2026-03-14,P086,88,1531
PR01823,2026-03-15,P052,30,946
PR01824,2026-03-15,P149,83,1841
PR01825,2026-03-16,P140,56,1400
PR01826,2026-03-16,P148,33,470
PR01827,2026-03-18,P036,22,474
PR01828,2026-03-18,P057,189,1490
PR01829,2026-03-18,P147,38,1764
PR01830,2026-03-19,P104,185,591
PR01831,2026-03-20,P068,121,1381
PR01832,2026-03-21,P153,76,1922
PR01833,2026-03-22,P056,108,1719
PR01834,2026-03-23,P145,166,728
PR01835,2026-03-25,P010,28,120
PR01836,2026-03-26,P162,45,1876
PR01837,2026-03-27,P125,21,931
PR01838,2026-03-28,P011,95,1458
PR01839,2026-03-28,P166,18,2094
PR01840,2026-03-28,P174,6,1432
PR01841,2026-03-29,P039,96,660
PR01842,2026-03-31,P001,101,300
PR01843,2026-03-31,P163,40,284
PR01844,2026-04-01,P124,136,1315
PR01845,2026-04-02,P022,24,575
PR01846,2026-04-07,P048,28,1713
PR01847,2026-04-08,P143,26,788
PR01848,2026-04-10,P105,8,1437
PR01849,2026-04-12,P073,62,107
PR01850,2026-04-12,P075,34,2006
PR01851,2026-04-12,P134,177,358
PR01852,2026-04-12,P144,60,2260
PR01853,2026-04-12,P181,33,1977
PR01854,2026-04-17,P185,12,2161
PR01855,2026-04-18,P164,96,1016
PR01856,2026-04-19,P008,111,180
PR01857,2026-04-19,P099,70,1955
PR01858,2026-04-19,P138,101,1456
PR01859,2026-04-20,P158,6,1924
PR01860,2026-04-24,P034,22,347
PR01861,2026-04-24,P139,48,700
PR01862,2026-04-26,P020,36,864
PR01863,2026-04-27,P014,52,1155
PR01864,2026-04-27,P070,57,1706
PR01865,2026-04-28,P015,52,321
PR01866,2026-04-29,P055,6,1010
PR01867,2026-04-30,P157,176,1493
PR01868,2026-05-01,P094,40,1921
PR01869,2026-05-02,P084,64,1365
PR01870,2026-05-04,P112,10,1047
PR01871,2026-05-05,P083,57,1861
PR01872,2026-05-05,P177,32,1357
PR01873,2026-05-07,P063,78,519
PR01874,2026-05-08,P131,83,1380
PR01875,2026-05-08,P167,44,605
PR01876,2026-05-10,P077,6,1806
PR01877,2026-05-11,P040,9,213
PR01878,2026-05-12,P005,64,250
PR01879,2026-05-12,P113,24,654
PR01880,2026-05-13,P044,76,1119
PR01881,2026-05-13,P097,148,279
PR01882,2026-05-14,P066,32,1533
PR01883,2026-05-14,P088,44,970
PR01884,2026-05-14,P132,39,372
PR01885,2026-05-14,P136,28,1901
PR01886,2026-05-16,P092,6,1028
PR01887,2026-05-17,P150,44,384
PR01888,2026-05-17,P151,136,1985
PR01889,2026-05-18,P085,169,410
PR01890,2026-05-19,P110,34,1195
PR01891,2026-05-19,P178,30,551
PR01892,2026-05-22,P026,176,447
PR01893,2026-05-22,P116,6,2185
PR01894,2026-05-22,P129,40,769
PR01895,2026-05-23,P021,6,1309
PR01896,2026-05-23,P114,14,155
PR01897,2026-05-25,P105,8,1437
PR01898,2026-05-25,P149,83,1841
PR01899,2026-05-26,P186,6,2230
PR01900,2026-05-27,P122,100,2128
PR01901,2026-05-28,P002,75,320
PR01902,2026-05-28,P098,8,1616
PR01903,2026-05-29,P117,8,1866
PR01904,2026-05-31,P152,9,2297
PR01905,2026-06-01,P086,88,1531
PR01906,2026-06-01,P127,180,1810
PR01907,2026-06-02,P173,95,2306
PR01908,2026-06-04,P051,51,2407
PR01909,2026-06-04,P165,48,364
PR01910,2026-06-05,P183,45,536
PR01911,2026-06-08,P036,22,474
PR01912,2026-06-08,P142,12,573
PR01913,2026-06-11,P024,100,2318
PR01914,2026-06-11,P037,54,1454
PR01915,2026-06-13,P009,20,80
PR01916,2026-06-13,P062,132,133
PR01917,2026-06-15,P019,36,1252
PR01918,2026-06-15,P184,16,1694
PR01919,2026-06-16,P003,80,750
PR01920,2026-06-16,P053,120,1953
PR01921,2026-06-16,P073,64,107
PR01922,2026-06-16,P180,26,418
PR01923,2026-06-17,P038,140,1416
PR01924,2026-06-17,P133,26,1481
PR01925,2026-06-17,P187,98,1993
PR01926,2026-06-19,P012,15,1531
PR01927,2026-06-19,P067,42,2476
PR01928,2026-06-21,P047,24,1722
PR01929,2026-06-25,P146,39,1029
PR01930,2026-06-27,P028,6,358
PR01931,2026-06-27,P049,16,2143
PR01932,2026-06-27,P156,52,116
PR01933,2026-06-27,P174,6,1432
PR01934,2026-06-29,P006,100,280
PR01935,2026-06-29,P061,102,2259
PR01936,2026-06-29,P096,132,1227
PR01937,2026-06-30,P050,8,1012
PR01938,2026-07-03,P101,28,1259
PR01939,2026-07-04,P175,56,174
PR01940,2026-07-05,P011,95,1458
PR01941,2026-07-06,P135,42,1851
PR01942,2026-07-07,P039,94,660
PR01943,2026-07-07,P065,60,1804
PR01944,2026-07-07,P092,6,1028
PR01945,2026-07-07,P119,48,1907
PR01946,2026-07-08,P074,18,2060
PR01947,2026-07-08,P099,70,1955
PR01948,2026-07-09,P172,60,1295
PR01949,2026-07-11,P078,68,2310
PR01950,2026-07-15,P001,101,300
PR01951,2026-07-16,P005,64,250
PR01952,2026-07-18,P091,45,2055
PR01953,2026-07-20,P056,108,1719
PR01954,2026-07-20,P068,122,1381
PR01955,2026-07-20,P171,80,575
PR01956,2026-07-21,P010,28,120
PR01957,2026-07-21,P060,127,1602
PR01958,2026-07-21,P082,38,424
PR01959,2026-07-25,P185,12,2161
PR01960,2026-07-26,P143,26,788
PR01961,2026-07-26,P164,96,1016
PR01962,2026-07-29,P079,15,1909
PR01963,2026-07-30,P007,202,150
PR01964,2026-07-30,P071,44,1908
PR01965,2026-07-31,P107,152,2349
PR01966,2026-08-03,P050,8,1012
PR01967,2026-08-03,P158,6,1924
PR01968,2026-08-04,P063,79,519
PR01969,2026-08-07,P130,169,368
PR01970,2026-08-10,P027,18,497
PR01971,2026-08-10,P176,48,348
PR01972,2026-08-11,P002,75,320
PR01973,2026-08-11,P054,30,1994
PR01974,2026-08-11,P147,38,1764
PR01975,2026-08-12,P025,76,1190
PR01976,2026-08-14,P087,52,2035
PR01977,2026-08-15,P116,6,2185
PR01978,2026-08-15,P174,6,1432
PR01979,2026-08-17,P112,10,1047
PR01980,2026-08-18,P034,22,347
PR01981,2026-08-19,P138,100,1456
PR01982,2026-08-19,P159,150,832
PR01983,2026-08-20,P077,6,1806
PR01984,2026-08-21,P113,24,654
PR01985,2026-08-23,P044,76,1119
PR01986,2026-08-24,P148,33,470
PR01987,2026-08-25,P004,145,280
PR01988,2026-08-25,P131,82,1380
PR01989,2026-08-26,P017,48,422
PR01990,2026-08-27,P115,38,310
PR01991,2026-08-28,P189,68,1741
PR01992,2026-08-30,P028,6,358
PR01993,2026-08-30,P055,6,1010
PR01994,2026-08-30,P154,48,56
PR01995,2026-09-01,P008,112,180
PR01996,2026-09-01,P086,89,1531
PR01997,2026-09-01,P136,28,1901
PR01998,2026-09-02,P137,60,218
PR01999,2026-09-03,P040,9,213
PR02000,2026-09-06,P048,28,1713
PR02001,2026-09-07,P009,20,80
PR02002,2026-09-08,P092,6,1028
PR02003,2026-09-09,P173,94,2306
PR02004,2026-09-11,P095,24,1678
PR02005,2026-09-11,P098,8,1616
PR02006,2026-09-12,P066,32,1533
PR02007,2026-09-12,P073,63,107
PR02008,2026-09-12,P149,83,1841
PR02009,2026-09-14,P122,101,2128
PR02010,2026-09-15,P145,164,728
PR02011,2026-09-17,P032,16,330
PR02012,2026-09-18,P099,71,1955
PR02013,2026-09-18,P166,18,2094
PR02014,2026-09-20,P036,22,474
PR02015,2026-09-21,P181,33,1977
PR02016,2026-09-23,P105,8,1437
PR02017,2026-09-23,P152,9,2297
PR02018,2026-09-24,P042,45,208
PR02019,2026-09-24,P124,138,1315
PR02020,2026-09-24,P186,6,2230
